sentiment,text,user
"positive","RT @BBCPropaganda: This is bollocks. How many times do we need to correct your lies? OK, one more time. NHS staff are skilled workers and c…","jezrandall"
"positive","RT @PrisonPlanet: Luxembourg’s Jean Asselborn has a hissy fit while Salvini drops truth bombs about mass migration. https://t.co/y8SYDtlnSQ","CoitusInterupt2"
"positive","RT @ohboywhatashot: Results Italian government so far:\n\n- Almost complete stop of Libya-Italy migration route\n- Start of deportation of tho…","Russell96979864"
"positive","Happy with the optimization and migration of https://t.co/ciPcTUumwE to Azure.\n\nThe site served twice the number of… https://t.co/SF3pyfc2W8","marcmathijssen"
"positive","RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…","BelieveintheU"
"neutral","RT @WELTnews: Große Mehrheit der Deutschen sieht Migration als Bereicherung https://t.co/PYVhTRerAH","LeibJakob"
"neutral","RT @euronews: \"The judge has decided there will be no extradition and discarded all three charges.\" \n \nValtonyc's lawyer @Simonbekaert says…","solicitormurcia"
"positive","RT @LeaveEUOfficial: Amazing! 😂 Luxembourg’s Jean Asselborn throws his toys out the pram as @MatteoSalvinimi hands EU leaders the truth on…","BHaigh1"
"neutral","RT @webaxvita: Diese beiden Links, sind einmal der Migrationspakt der UN zur geordneten und regelmäßigen Migration in deutscher Fassung und…","alexarusss"
"positive","RT @PrisonPlanet: Luxembourg’s Jean Asselborn has a hissy fit while Salvini drops truth bombs about mass migration. https://t.co/y8SYDtlnSQ","AdamWoodford"
"negative","RIP @MacMiller fr fr. You was the shit. Mac Miller: The Space Migration Sessions - Objects In The Mirror (with T...… https://t.co/r7PupZK3Wy","channdamus"
"positive","RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…","BrexitLalaland"
"positive","RT @PrisonPlanet: Luxembourg’s Jean Asselborn has a hissy fit while Salvini drops truth bombs about mass migration. https://t.co/y8SYDtlnSQ","JimKlunk"
"positive","RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…","markantro"
"negative","RT @V_of_Europe: Hungary is the only state in Europe to have asked the people’s opinion on illegal migration - Foreign Minister https://t.c…","ThomasRaue"
"neutral","RT @FionaHyslop: Scotland has different needs to balance population and migration - these are the principles which the Scottish Government…","susan_bell1212"
"neutral","RT @nigella_i5e: https://t.co/xltxScde1I","chiefstoker"
"neutral","RT @LeaveEUOfficial: Public trust in politicians on immigration is at an all-time low of just 13%.\n\nBrexit must ensure that Britain takes b…","ElizabethLorra6"
"positive","RT @ohboywhatashot: Results Italian government so far:\n\n- Almost complete stop of Libya-Italy migration route\n- Start of deportation of tho…","pitpony5695"
"neutral","@Jamken22 Who do they take their orders from? https://t.co/JF2YvRoxnV","PaulYamahaR6"
"neutral","RT @SVR_Migration: #Integrationsbarometer 2018: Menschen mit wie ohne Migrationshintergrund bewerten das Zusammenleben in der Einwanderungs…","MeistensNett"
"positive","RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…","BHaigh1"
"positive","RT @LeaveEUOfficial: Amazing! 😂 Luxembourg’s Jean Asselborn throws his toys out the pram as @MatteoSalvinimi hands EU leaders the truth on…","3112Mel"
"neutral","Eigentlich könnte @hartaberfair mal wieder ein #AfD Thema aufgreifen, oder? Wie wäre es mal mit etwas über… https://t.co/ZUGx9YI2kS","MartenTjaden"
"positive","RT @DavidSuzukiFDN: Need some good news? \"A migration of epic proportions\" took place last week along the Great Lakes. Monarch butterflies…","HaltonGardens"
"neutral","@tagesschau Einen Wechsel....ja hin zu mehr Migration!🤣😎\n#Staatsmedien #Staatsfunk","Valkyrie_DE"
"neutral","RT @ClemiParis: Suite à de nombreuses demandes d'enseignants de l'@Academie_Paris, le @ClemiParis publie sur son site des ressources sur le…","tinebib"
"neutral","RT @trueamerica1st: https://t.co/WpU55qPv49","philadper2014"
"neutral","RT @tvlofficiel: 🎥 Conférence sur la #sécurité et la #migration : un ministre du #Luxembourg 🇱🇺 s'énerve après @matteosalvinimi 🇮🇹, qui res…","G12Mamou"
"negative","RT @CllrBSilvester: Hungary is the only state in EU to have asked the people’s opinion on Hungary being forced by the EU to take migrants i…","s_watts100"
"positive","RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…","MartinHumbersto"
"positive","RT @Michael_Heaver: Have joined @Conservatives who should seize the tremendous opportunity that is Brexit to deliver on the enormously popu…","TheRightStuff13"
"negative","RT @DailySource: EU obsessed with cutting migration ‘regardless of human cost’. (YouTube) Video: https://t.co/Iskh6wc1hg","warningshout"
"neutral","RT @FILFUNGI: ‘I’m not anti-EU I’m anti THIS EU!’ French MP slams EU handling of Europe migration crisis\nA FRENCH MP lashed out at Brussels…","richardbarnard6"
"neutral","RT @helllud123: Die deutsche Bevölkerung wird durch dummdreiste Lügenumfragen geradezu verhöhnt!\n\nhttps://t.co/fAIQb186ii","HaraldF9"
"neutral","Studie: Deutsche zufrieden mit Migration https://t.co/FZpoUAMkOM","dirkschaefer6"
"neutral","RT @afdkinzigtal: Johannes Normann: Wahnsinn, wie uns \"unsere\" Medien uns für Dumm verkaufen \n\n\"Für die repräsentative SVR-Erhebung wurden…","karenkarl1"
"neutral","German Chancellor Angela Merkel visits Algeria to discuss migration, terror https://t.co/gi0zBsWx2r","todayng"
"positive","RT @davidcying: I don't think it would be hard to get significant swaths of the left and the right to unironically support Chinese-style in…","ScottLucas86"
"positive","RT @sebastiankurz: Un grand merci à @EmmanuelMacron pour son accueil à Paris aujourd‘hui. Nous avons parlé  des thématiques à l’ordre du jo…","JDCardenaDenis"
"positive","RT @PrisonPlanet: Luxembourg’s Jean Asselborn has a hissy fit while Salvini drops truth bombs about mass migration. https://t.co/y8SYDtlnSQ","Wontconform11"
"negative","RT @Jali_Cat: 🌎Hungary is the only state in Europe who asked the people’s opinion on illegal migration🌎\n\nThey also banned George Soros. Sma…","darhar981"
"negative","RT @Ruptly: 'We must avoid a hard #Brexit' - #Macron talks Brexit, migration with #Kurz in #Paris https://t.co/mCBQ1Txjjk","porridgeisgood"
"positive","RT @CharleyMillerCM: Watching migration in action @spurnbirdobs 2,000+ meadow pipits, 450 house martins and 560 swallows so far today! #vis…","CliveMcKay1"
"neutral","https://t.co/Imag1hE8Qy, #vacationmode, #travelmode, #Adventure, #african, #sundown, #Destinations, #safaris,… https://t.co/3dZPUUtMYy","hdestinations"
"neutral","RT @welt: Migration: Briten fürchten um ihre Kultur https://t.co/mV53xDjXGJ https://t.co/WvebXhuflO","FrNachrichten"
"neutral","RT @euronews: \"The judge has decided there will be no extradition and discarded all three charges.\" \n \nValtonyc's lawyer @Simonbekaert says…","ccristin"
"positive","RT @StatewatchEU: EU: Security and migration proposals dominate Juncker's 'State of the Union' announcements - full documentation on all th…","GalissardMarion"
"positive","RT @BenMacpherson: 👇An ICM poll has shown that 64% (nearly 2/3s) of Scots back immigration devolution for Scotland.👍 This supports proposal…","aye_again"
"neutral","الهجرة ومكافحة الإرهاب على سلّم أولويات زيارة #ميركل إلى #الجزائر\n#ألمانيا #هجرة_غير_شرعية  #إرهاب \nللمزيد… https://t.co/H5RKjR2NT2","euronewsar"
"positive","RT @ThomasEvansGB: So to clarify.\n\nPopulation of the United Kingdom has never been so high (67 million).\n\nYet we still don't have enough nu…","firstyorks2017"
"neutral","Heute schon gelacht? Große Mehrheit der Deutschen sieht Migration positiv https://t.co/oAsPGzi4dq","dirkschaefer6"
"neutral","RT @LeaveEUOfficial: WATCH | @Michael_Heaver: \"When people feel like mass migration has got out of hand, that's because it has! We cannot h…","ESpeakman8"
"negative","RT @AmandeepBhogal: My family were one of many who faced Idi Amin's brutal dictatorship.\n\nIt was a *Conservative* Gov which welcomed 28,000…","Burton1957"
"neutral","End of EU migration will be 'TOOL IN THE BOX' for post-Brexit UK trade, says Liam Fox https://t.co/ZcZxFvHv7t","LighteningBolt9"
"neutral","RT @euronews: \"The judge has decided there will be no extradition and discarded all three charges.\" \n \nValtonyc's lawyer @Simonbekaert says…","BatFiord"
"neutral","RT @celiaricoperez: Are you working on languages &amp; migration? Consider submitting your contribution to… https://t.co/SNey77QouC","Lg_on_the_Move"
"neutral","RT @crystalhanak: I get to read with @citizenofspace &amp; @vanessa_hua THIS THURSDAY 9/20 at @aaww 💫  We're going to chat about this bountiful…","Kfauss"
"negative","RT @BrookingsGlobal: New research uses worldwide data to focus on a little known story: what happens to the families of migrants who are le…","jordosh"
"positive","RT @LeaveEUOfficial: Amazing! 😂 Luxembourg’s Jean Asselborn throws his toys out the pram as @MatteoSalvinimi hands EU leaders the truth on…","cheisleworth"
"positive","RT @PrisonPlanet: Luxembourg’s Jean Asselborn has a hissy fit while Salvini drops truth bombs about mass migration. https://t.co/y8SYDtlnSQ","moneytrails"
"neutral","RT @FionaHyslop: Support for Scottish Government's position. We need powers for Scottish policy to suit our population and migration needs.…","alphonso1234x"
"neutral","RT @LeaveEUOfficial: Public trust in politicians on immigration is at an all-time low of just 13%.\n\nBrexit must ensure that Britain takes b…","Blackburnjack"
"positive","RT @LeaveEUOfficial: Amazing! 😂 Luxembourg’s Jean Asselborn throws his toys out the pram as @MatteoSalvinimi hands EU leaders the truth on…","svallerine"
"neutral","RT @aufklaerer2017: Die @welt und die @tagesschau Berichten voller Stolz \"Mehrheit der DEUTSCHEN sieht Migration als Bereicherung\" \nBefragt…","Riesenbohne"
"positive","It’s a bit beyond the scope of this thread, but I’ll say two quick things in response. First, to my mind nearly all… https://t.co/M3N74aoJTA","AmericanStudier"
"negative","RT @Jali_Cat: 🌎Hungary is the only state in Europe who asked the people’s opinion on illegal migration🌎\n\nThey also banned George Soros. Sma…","blissparsons1"
"positive","Point of information for followers interested in Brexit. The impact on the EU through migration of wars and instabi… https://t.co/6mDUrs7MwU","APHClarkson"
"negative","RT @Jali_Cat: 🌎Hungary is the only state in Europe who asked the people’s opinion on illegal migration🌎\n\nThey also banned George Soros. Sma…","cleoworks1"
"neutral","RT @MutterRenate: Liebe Welt, soll das den Michel beruhigen? \nDass Türken pro muslimische Masseneinwanderung sind, und Lehrerinnen mit Kopf…","BGKSR"
"neutral","RT @AdunBanks: mass migration cos #NigeriaIsNotGrowing\npoverty cos \nunemployment cos \nincrease in standard of living\nschool fees, no govern…","dukene201"
"neutral","RT @puffin1952: Heaver: Brits have had enough of mass migration, let's take back control https://t.co/8XHvZUIRGF","t5monkey"
"negative","RT @V_of_Europe: Hungary is the only state in Europe to have asked the people’s opinion on illegal migration - Foreign Minister https://t.c…","Avalon262"
"positive","RT @audubonsociety: Watch how this new tool predicts migration patterns throughout the year, potentially saving thousands of birds from dea…","CraveCute"
"positive","RT @AdamGrossTX: [#SCCM/#ConfigMgr Pro Tip] If you are using WMI to delete devices, be sure to check for and delete any State Migration ent…","systemcentersyn"
"negative","RT @V_of_Europe: Hungary is the only state in Europe to have asked the people’s opinion on illegal migration - Foreign Minister https://t.c…","AndreasKM4"
"negative","RT @Jali_Cat: 🌎Hungary is the only state in Europe who asked the people’s opinion on illegal migration🌎\n\nThey also banned George Soros. Sma…","adjunctprofessr"
